MW,LogP,HDonors,HAcceptors,Solubility,SMILES
270.79275036535853,2.831155685984513,5,7,102.29831143792164,CNOCNC
781.1073883267119,1.3855663877767657,1,9,62.60213666288159,CClNCNClBrCl
375.1684072667323,0.6452912140920202,4,7,125.68242885679146,BrClBrCNNBrCOCl
724.4325886239793,4.903865887758969,3,1,11.048161626019768,COClClNNOClN
541.797038198084,1.456004037890258,1,6,91.3419695937352,BrBrCNBrOC
656.3679124791539,4.364595222074806,5,7,28.544090572192328,COOCBrC
451.84596517363445,0.3797276353465171,0,10,120.52379376418708,BrOCCBrNCBrCC
503.8327192384514,0.2786282241504998,4,5,115.71043969268524,NCBrCO
444.76238567320473,-0.8131955026929318,2,4,141.29129350239828,CNClOClO
236.6700914586312,2.9100009522553103,3,10,105.2495560300826,CNCClClN
605.7164806830538,1.2111580623425668,1,8,87.43280554224216,COCClCON
296.54065370859905,4.186149499037822,0,2,76.4965933024614,OClCOCl
117.02117650201768,1.839259440149343,2,9,138.05136226809208,OBrBrCCCl
551.8306071350175,4.80916056748833,1,3,34.20183131665063,COBrNBrOBrClCl
223.97747558493427,0.1131530942187268,1,8,153.45026398157108,ClClOCClCN
758.32100904704,4.211739007733665,2,5,18.34755707355892,OClNOClOBrN
767.7500039018112,3.6595811167504495,0,7,26.37156423309943,ClClClONOOCC
740.405073154314,3.625531067864312,5,6,30.35718139130556,NNCCBrNCNCC
359.1110901788111,4.068699368701326,0,10,70.63279091595986,OBrCONCl
110.8196315702072,3.566143945657993,4,1,110.04514695942422,ClNCONOBr
749.8229938114077,2.757321929788493,3,2,43.65009361043249,NClCCClNClNCl
399.72890382212,-0.2125307339056745,2,0,136.90939925399624,BrCBrOOC
776.6583733305687,-0.8048429230524885,5,8,99.66508538455372,ClClONClCl
774.533983962477,4.525087086894121,2,6,11.098467223121686,ONCOClNCl
697.106618827152,2.699901887124428,2,0,51.19664119453219,BrCNCBrNNBrNC
306.11422444871,3.779223745857058,0,2,82.08199284629362,BrNOONCl
369.5684100213477,1.8891341090753,3,3,105.65171359607652,OOClBrCNCN
695.7956700617998,-0.2961508662256331,4,3,101.29472234603558,BrNNClN
321.84540360939434,-0.2488852467846973,1,4,147.25074532857064,BrNCNNCl
218.6449226802648,3.1133917233738284,1,2,104.11285594206976,ClBrOCBrBrClN
489.76088372084513,1.5818353693967762,2,2,95.74930004494809,ClNCNBrOCCO
755.3083419125467,0.2031483602020203,3,0,85.533984590898,NOClOBrC
587.2208576724811,1.9495672804486213,5,6,77.43793811679618,OCCOBr
499.04281906255545,-0.6147463775491955,0,10,131.19875390966715,NClClOCClClClBrO
168.023545639538,2.4918284114863924,3,9,120.79991660361786,BrNBrClClNNCCl
530.5050586894188,0.613960426610586,3,0,106.78752722031288,NNNClClBrCl
793.0376950729843,3.785354603823129,0,1,21.11437805215814,NBrNClNCl
198.0588106655668,0.8621717535414426,2,3,144.20645277444677,ClClClCOBrN
462.8307566546157,1.731320894490807,3,3,96.62414050999293,BrBrONCClClCl
714.1611503495689,-0.9302767605513962,1,4,109.56780221549384,CBrNBrClBrOClO
618.5380324279431,-0.5653186732326467,0,10,115.43805716705124,BrCOCBrBrCC
587.9110186966875,1.3549613384401091,5,1,87.26176702224558,ClClNCO
591.7388587909766,1.8796330083027408,4,3,78.03875917941558,ClNNCN
351.6438058538286,2.6001232887158223,2,0,96.04246945634104,ClBrClOO
305.5142909851453,0.7499754722558194,0,1,132.6444557559265,ClNOCBrBrCl
666.5528088349595,3.169891316759255,4,0,47.18271028297581,OBrOCNBrOON
667.0793762754265,4.160734383135227,4,9,30.60283824665123,NOONCNNBrCBr
706.9506230060725,3.6791059333600975,5,9,33.64607323490596,BrBrClNCBrO
739.2683867895299,-0.7622870479098571,3,3,103.62956911647304,NONClNNOOClBr
457.93967920265646,1.8830416835469737,5,3,94.70684537388505,NNClOBrCNOO
451.0614062810397,-0.3704189294909508,3,6,133.12430637305255,ClClClONClNNCl
658.8066252767426,0.4522700951751648,3,9,93.44467025415445,CCONCOClNNN
554.9747515444355,4.919975559602879,0,10,31.96189673023091,CBrClBrOOClOO
591.3768140803924,-0.1450267425909206,0,10,111.82834394979965,ONCNClN
657.0548686052707,1.9933289207081364,2,8,67.97932607920556,NNBrNClNNCN
723.0037392722965,2.708934405908715,3,8,47.80895915915103,BrOClBrOC
336.5966097960751,3.214789823264624,4,4,87.67892672108022,NOBrOCNBr
362.9080668479608,2.3578921009214846,1,9,98.6716232953135,ClNNBrNNBrO
165.7873578886083,-0.941374915484898,2,0,178.2994955220056,COCCCCBrBr
504.7960986973218,0.9587678494639512,0,0,104.25435683843558,ClOClClOOClCCN
125.15959165771946,2.1062698603082683,5,5,132.58388670431393,CCBrBrOClNBrBrCl
425.9186126927221,-0.4728010051309999,2,1,137.9735234989264,ClClBrCClCNN
479.8512442953036,1.1037615872550846,2,7,104.95590134216896,ONClNClClOCl
300.5788764897991,-0.8007813472518006,2,8,159.10732955963846,BrClClClCNNNC
513.5832823983076,-0.5285290170698755,2,3,127.94423998470948,ClClCNCN
121.3501749573346,1.3815396572095766,1,4,145.13890051017358,CBrNBrOClClClBr
126.1437321244501,-0.2037054757416379,5,10,170.9604580801377,BrOCOCNCBrO
675.8203924617608,2.405245089569349,5,7,58.768366116124085,ClClNNNOClBrCN
352.13344898788404,3.136789814823594,5,2,87.03682196278793,BrOClBrBrC
188.94235885631932,3.8035201946544976,3,4,96.3235352320518,COCClCl
465.5702820383631,0.2009014654688605,4,2,121.78869032072362,NNClClBr
638.9954871690276,0.0048954935544185,5,9,103.3773058779646,ClNClCCBrCClClCl
251.07471924779023,-0.3725929579935985,2,2,158.15887606058618,ClOClOOBrCl
536.0233330733001,2.81858149726182,2,2,69.35405841147382,ClCCClOClN
159.7432254956376,3.238854358921407,5,6,109.38452416435518,NBrOCClCBrCOC
136.1772048180254,-0.8104831310461478,5,6,179.81923491518265,ClBrBrBrClOOBrNCl
471.9482420977036,4.617273477462139,2,6,47.38524511341807,ClNBrNO
478.44458512707456,-0.6881722980911655,3,9,134.99729849396843,BrClNNBr
546.2009310487446,2.247778011806423,0,7,77.59525008879989,NOBrON
608.263933605863,3.2543631167054983,0,4,53.06095635417548,CBrCClClClOBr
783.0964556237742,4.225814742476514,5,4,15.016030672419662,NCOONCCON
461.41024381083673,3.284521592794567,1,3,70.91502631040262,BrCCOBr
326.06953105887214,3.810368498418751,5,6,79.0685003106618,NNNCBrOCClCl
656.6303363380925,1.0367011552568366,5,9,83.97618870345782,OClClBrONCl
289.582575883452,3.8889506824790736,0,3,82.31966663991727,ClNOBrBrCBr
407.27999449394525,-0.5193109216919491,2,1,141.07851604978933,OOBrClOBrClNNCl
154.9194669395862,4.3688999363631655,5,3,91.15340102649895,OCONCOO
117.74552039082026,2.285554256922417,2,7,130.52257233577384,OBrOBrNNCO
773.8538902745476,3.903786619774962,2,8,21.538486719432186,BrNBrNCl
685.1860843585441,1.713909707109801,1,2,69.11991100335197,BrBrClClClBrNC
587.1819442655885,2.86146617117915,2,6,62.24448744714893,OBrBrClClClBrC
386.26706108998894,2.1584159656166797,0,8,99.07635127014008,ClNClBrOClNC
221.30602404959205,3.3895371305319912,3,10,99.1777948182678,BrCBrNClBrCClCl
209.50592986976025,-0.5102201078164625,3,3,165.64876056322103,ClNBrOCCClNClC
275.17002871521674,-0.6378874960566172,4,9,159.5685380115415,BrClNClCClBrOC
484.45866529428434,0.4826194040608786,5,2,114.7323434371998,ONClBrCNBrClClO
600.2171458900436,-0.0427319193208699,0,4,109.01838875242572,BrOBrNClNO
562.1381637024119,4.23070139955321,2,0,42.55437287797834,CClBrClBrOBrCl
295.95372786216,0.3152839241482659,3,2,141.08438528142554,ONCNCClClOO
768.4056964642359,4.855191534914788,0,7,6.362762360057383,NNCCNBrOCl
616.527841687038,1.021374750626641,3,10,89.24444061200957,NCNBrCO
488.04783675798046,0.0927074941321957,2,7,120.78222883638252,NCCOCO
528.2045223640466,3.738191042854875,3,3,55.00458399024626,CClNNClBrNC
393.72004369945296,2.9522466530052567,5,1,84.91421698748077,OClNBrClONCBr
273.4116926508102,1.9891742987188337,5,7,116.00396677333482,CClOBrClCN
349.1808750558831,2.332181305625787,4,7,100.81603552425148,NCOClOClCClN
630.4922773250584,3.315210669633583,4,9,49.26828750714133,OBrOOOC
110.0754420408291,0.3707284479877923,3,3,163.3950956117665,OClClNOBrClCBr
181.25084835484137,4.978003496340452,0,2,77.71025234997065,BrONCClNCO
132.20184941522692,4.848758972880699,5,1,85.99545260841832,NNClBrBrCBrBr
128.5101616232791,2.9019541180816213,0,8,118.90366116239642,BrBrBrClO
698.8224088077051,0.1972547055748708,0,0,92.69295380612236,ClNClCNClN
592.5605015660166,3.0813694545877475,3,6,57.9071130611188,NClNBrOOOCCl
431.9216803611277,-0.5668095461249449,0,4,138.78994905694145,BrClBrBrBrCBrBrBrN
168.48391245570105,-0.8160849867651636,5,7,175.87426072245677,ClCClCNClNCl
444.13111258178265,0.5460973310672821,2,3,118.7153220761558,ClNCCOC
431.430239546396,1.7757377404358978,4,6,99.80892438276886,BrONNCCBrNN
221.2413089370106,4.209635032450283,2,4,85.51758584203561,CCBrClCOON
403.6961544665811,3.363014418597848,0,4,76.82107371504657,CBrBrBrBrCCCC
378.9533140781614,3.4562391271998862,2,8,78.36018362023172,NNBrOBr
531.0950686365516,1.552960006688452,5,8,91.06378297562352,ClOBrOOClBrOON
544.5655556073507,1.0756099552817773,5,8,97.33580629438488,BrNClBrBrNCN
131.71280684043117,1.2262325779076164,0,5,146.43202284648584,ONClBrOOCBr
362.2288302385298,4.925897382416347,3,5,55.956439846578,OCONClBr
538.1019409999654,-0.7593448515251051,2,4,128.72633823375608,NBrBrOOBrCO
452.1953810060614,4.202188976734691,3,8,56.77242776199748,ClClOClCl
699.5428888318256,2.4720524514343607,3,9,54.68959803878245,BrNOClBrBr
561.0855421332615,1.6316925151375423,1,7,86.00276531438327,ClONNCBr
214.0540989570008,3.3515459624908197,0,6,100.71747158886124,BrClClOBr
149.3981231803009,1.9200136485482169,4,6,132.6583404599921,CNOONCCN
549.693494744421,4.240539428489964,5,5,43.945989348781325,BrBrClON
118.55791737913526,4.404211184067551,5,4,95.11007392648226,NBrCBrNCCONN
510.0429068914243,1.5303255612407325,0,3,94.07254395122642,CCNBrClOOCl
758.1611689974703,0.6609667834103095,4,2,77.54707415181106,NNOBrONClN
